,Unnamed: 0,osn,candidate,party,evm_votes,postal_votes,total_votes,percentage_votes,contituencty
2334,Sugauli,Narkatia,SURYA PRAKASH HISARIYA,Jan Adhikar Party (Loktantrik),674,Narkatiaganj,677,0.36,Begusarai
2335,Narkatia,Harsidhi (S.C),ASHUTOSH KUMAR ALIAS HIRA PODDAR,Independent,1921,Kesaria,1936,1.03,Begusarai
2336,Harsidhi (S.C),Govindganj,DR. MIRA SINGH,Independent,1611,Lauriya,1616,0.86,Begusarai
2337,Govindganj,Kesaria,RAJENDRA KUMAR ALIAS RAJA,Independent,3430,Bettiah,3438,1.84,Begusarai
2338,Kesaria,Kalyanpur,RAJESH KUMAR,Independent,17936,Pranpur,18002,9.62,Begusarai
2339,Kalyanpur,Pipra,SANJAY GAUTAM,Independent,2042,Kesaria,2057,1.1,Begusarai
2340,Pipra,Madhuban,SOHIT TANTI,Independent,2094,Ramnagar,2096,1.12,Begusarai
2341,Madhuban,Motihari,NOTA,None of the Above,919,Sugauli,930,0.5,Begusarai
2342,0,Valmikinagar,AMIT KUMAR,Nationalist Congress Party,1258,Narkatiaganj,1261,0.77,Bakhri
2343,Valmikinagar,Ramnagar,RAMSHANKAR PASWAN,Bharatiya Janata Party,71203,Jagdishpur,71400,43.67,Bakhri
2344,Ramnagar,Narkatiaganj,VIJAY PASWAN,Rashtriya Lok Samta Party,3834,Riga,3857,2.36,Bakhri
2345,Narkatiaganj,Bagaha,SURYAKANT PASWAN,Communist Party of India,71642,535,72177,44.14,Bakhri
2346,Bagaha,Lauriya,TULSI TANTI,Shoshit Samaj Dal,2090,Bagaha,2094,1.28,Bakhri
2347,Lauriya,Nautan,MANOJ DAS,Bahujan Mukti Party,581,Chanpatia,588,0.36,Bakhri
2348,Nautan,Chanpatia,MAHESHWAR RAM,Janata Dal  (Secular),345,Valmikinagar,346,0.21,Bakhri
2349,Chanpatia,Bettiah,RAMANAND RAM,Jan Adhikar Party (Loktantrik),1935,Sugauli,1946,1.19,Bakhri
2350,Bettiah,Sikta,LAL BAHADUR PASWAN,Aapki Apni Adhikar Party,381,Valmikinagar,382,0.23,Bakhri
2351,Sikta,Raxaul,SANJAY KUMAR,The Plurals Party,1277,Valmikinagar,1278,0.78,Bakhri
2352,Raxaul,Sugauli,SATYA PRAKASH,Rashtriya Jan Vikas Party,2394,Valmikinagar,2395,1.46,Bakhri
2353,Sugauli,Narkatia,ANITA DEVI,Independent,1014,Ramnagar,1016,0.62,Bakhri
2354,Narkatia,Harsidhi (S.C),RAJESH KUMAR RAJAK,Independent,2450,Bagaha,2454,1.5,Bakhri
2355,Harsidhi (S.C),Govindganj,NOTA,None of the Above,2311,Ramnagar,2313,1.41,Bakhri
2356,0,Valmikinagar,JAGNANDAN SADA,Bahujan Samaj Party,1891,Narkatiaganj,1894,1.31,Alauli
2357,Valmikinagar,Ramnagar,RAM CHANDRA SADA,Lok Jan Shakti Party,26289,Paroo,26386,18.28,Alauli
2358,Ramnagar,Narkatiaganj,RAMVRIKSH SADA,Rashtriya Janata Dal,46806,377,47183,32.69,Alauli
2359,Narkatiaganj,Bagaha,SADHNA DEVI,Janata Dal (United),44242,Lakhisarai,44410,30.77,Alauli
2360,Bagaha,Lauriya,AWINASH KUMAR,Janshakti Vikas Party (Democratic),971,Narkatiaganj,974,0.67,Alauli
2361,Lauriya,Nautan,BODHAN SADA,Jan Adhikar Party (Loktantrik),5585,Runnisaidpur,5614,3.89,Alauli
2362,Nautan,Chanpatia,MONI KUMAR,Bahujan Mukti Party,727,Ramnagar,729,0.51,Alauli
2363,Chanpatia,Bettiah,RANVEER KUMAR,Aapki Apni Adhikar Party,821,Valmikinagar,822,0.57,Alauli
2364,Bettiah,Sikta,RATAN BIHARI,The Plurals Party,766,Ramnagar,768,0.53,Alauli
2365,Sikta,Raxaul,SHYAMSUNDAR RAM,Shoshit Samaj Dal,977,Narkatiaganj,980,0.68,Alauli
2366,Raxaul,Sugauli,SUNIL KUMAR RAJAK,Rashtra Sewa Dal,1256,0,1256,0.87,Alauli
2367,Sugauli,Narkatia,NILAM DEVI,Independent,2862,Bagaha,2866,1.99,Alauli
2368,Narkatia,Harsidhi (S.C),RAJESH KUMAR SADA,Independent,5351,Ramnagar,5353,3.71,Alauli
2369,Harsidhi (S.C),Govindganj,WAKIL PASWAN,Independent,2345,Narkatiaganj,2348,1.63,Alauli
2370,Govindganj,Kesaria,NOTA,None of the Above,2765,Ramnagar,2767,1.92,Alauli
2371,0,Valmikinagar,Chhatrapati Yadav,Indian National Congress,46376,604,46980,31.14,Khagaria
2372,Valmikinagar,Ramnagar,Poonam Devi Yadav,Janata Dal (United),43715,265,43980,29.15,Khagaria
2373,Ramnagar,Narkatiaganj,Md Faruque Ahmad,Rashtriya Lok Samta Party,2174,Sikta,2183,1.45,Khagaria
2374,Narkatiaganj,Bagaha,Renu Kumari,Lok Jan Shakti Party,20563,Bhagalpur,20719,13.73,Khagaria
2375,Bagaha,Lauriya,Kripa Sindhu,Rashtriya Jan Jan Party,1340,Raxaul,1350,0.89,Khagaria
2376,Lauriya,Nautan,Jitendra Kumar,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),560,Ramnagar,562,0.37,Khagaria
2377,Nautan,Chanpatia,Pinku Kumari,Bahujan Mukti Party,861,Narkatiaganj,864,0.57,Khagaria
2378,Chanpatia,Bettiah,Manohar Kumar Yadav,Jan Adhikar Party (Loktantrik),11525,Kadwa,11589,7.68,Khagaria
2379,Bettiah,Sikta,Rajesh Chourasiya,Rashtravadi Janata Party,458,Bagaha,462,0.31,Khagaria
2380,Sikta,Raxaul,Shubhankar Kumar,Angika Samaj Party,588,Valmikinagar,589,0.39,Khagaria
2381,Raxaul,Sugauli,Sanjeev Kumar,The Plurals Party,514,Narkatiaganj,517,0.34,Khagaria
2382,Sugauli,Narkatia,Amithav Kumar,Independent,554,Valmikinagar,555,0.37,Khagaria
2383,Narkatia,Harsidhi (S.C),Alka Kumari,Independent,1449,Valmikinagar,1450,0.96,Khagaria
2384,Harsidhi (S.C),Govindganj,Uday Shankar,Independent,1012,Bagaha,1016,0.67,Khagaria
2385,Govindganj,Kesaria,Gopal Krishan Kumar Chandan,Independent,3158,Narkatiaganj,3161,2.1,Khagaria
2386,Kesaria,Kalyanpur,Jitendra Yadav,Independent,3021,Ramnagar,3023,Ramnagar,Khagaria
2387,Kalyanpur,Pipra,Er. Dharmendra Kumar,Independent,8506,Riga,8529,5.65,Khagaria
2388,Pipra,Madhuban,Raghu Veer Sharma,Independent,683,0,683,0.45,Khagaria
2389,Madhuban,Motihari,Raj Harsh,Independent,449,Ramnagar,451,0.3,Khagaria
2390,Motihari,Chiraiya,Shobha Devi,Independent,920,Narkatiaganj,923,0.61,Khagaria
2391,Chiraiya,Dhaka,Sikandra Azad Vakta,Independent,413,Narkatiaganj,416,0.28,Khagaria
2392,Dhaka,Sheohar,NOTA,None of the Above,850,Lauriya,855,0.57,Khagaria
2393,0,Valmikinagar,Chandan Kumar Alias Dr. Chandan Yadav,Indian National Congress,51064,369,51433,29.06,Beldaur
2394,Valmikinagar,Ramnagar,Panna Lal Singh Patel,Janata Dal (United),56353,Phulwari,56541,31.95,Beldaur
2395,Ramnagar,Narkatiaganj,Mithilesh Kumar Nishad,Lok Jan Shakti Party,31153,Simri Bakhtiarpur,31229,17.64,Beldaur
2396,Narkatiaganj,Bagaha,Sushant Yadav,Bahujan Samaj Party,3539,Bettiah,3547,Ramnagar,Beldaur
2397,Bagaha,Lauriya,Afroz Alam,"Log Jan Party - Secular,",576,0,576,0.33,Beldaur
2398,Lauriya,Nautan,Urmila Devi,Janshakti Vikas Party (Democratic),834,Ramnagar,836,0.47,Beldaur
2399,Nautan,Chanpatia,Nagendra Singh Tyagi,Jan Adhikar Party (Loktantrik),10545,Bisfi,10580,5.98,Beldaur
2400,Chanpatia,Bettiah,Ram Balak Ram,Aam Janta Party Rashtriya,887,0,887,0.5,Beldaur
2401,Bettiah,Sikta,Vidya Nand Yadav,Shoshit Samaj Dal,1116,0,1116,0.63,Beldaur
2402,Sikta,Raxaul,Suraj Kumar,The Plurals Party,848,Nautan,854,0.48,Beldaur
2403,Raxaul,Sugauli,Soni Devi,Yuva Krantikari Party,634,Valmikinagar,635,0.36,Beldaur
2404,Sugauli,Narkatia,Akhilesh Kumar Vidyarthi,Independent,1002,Bagaha,1006,0.57,Beldaur
2405,Narkatia,Harsidhi (S.C),Ganesh Sada,Independent,2301,Ramnagar,2303,1.3,Beldaur
2406,Harsidhi (S.C),Govindganj,Gauri Shankar Paswan,Independent,2874,0,2874,1.62,Beldaur
2407,Govindganj,Kesaria,Priya Kumari,Independent,3174,Ramnagar,3176,1.79,Beldaur
2408,Kesaria,Kalyanpur,Shiv Narayan Singh,Independent,4448,Ramnagar,4450,2.51,Beldaur
2409,Kalyanpur,Pipra,Sanjay kumar,Independent,2349,0,2349,1.33,Beldaur
2410,Pipra,Madhuban,NOTA,None of the Above,2601,0,2601,1.47,Beldaur
2411,0,Valmikinagar,Angad Kumar Kushwaha,Rashtriya Lok Samta Party,2751,Raxaul,2761,1.49,Parbatta
2412,Valmikinagar,Ramnagar,Aditya kumar shyour,Lok Jan Shakti Party,11526,Jokihat,11576,6.24,Parbatta
2413,Ramnagar,Narkatiaganj,Doctor Sanjeev Kumar,Janata Dal (United),76916,310,77226,41.61,Parbatta
2414,Narkatiaganj,Bagaha,Digambar Prasad Tiwary,Rashtriya Janata Dal,75738,537,76275,41.1,Parbatta
2415,Bagaha,Lauriya,Navin kumar,Jan Adhikar Party (Loktantrik),3286,Narkatia,3298,1.78,Parbatta
2416,Lauriya,Nautan,Ratna Priya,The Plurals Party,576,Sikta,585,0.32,Parbatta
2417,Nautan,Chanpatia,Sanjiv Kumar,Rashtriya Jan Vikas Party,590,Lauriya,595,0.32,Parbatta
2418,Chanpatia,Bettiah,Sahab Uddin,Rashtriya mahan Gantantra Party,313,0,313,0.17,Parbatta
2419,Bettiah,Sikta,Sikandar Sharma,"Log Jan Party - Secular,",478,Nautan,484,0.26,Parbatta
2420,Sikta,Raxaul,Sudhir Yadav,Angika Samaj Party,501,Valmikinagar,502,0.27,Parbatta
2421,Raxaul,Sugauli,Ishwar Sharan Shrivastava,Independent,938,Narkatiaganj,941,0.51,Parbatta
2422,Sugauli,Narkatia,Chandan Kumar ALIAS Sonu kumar,Independent,952,Narkatiaganj,955,0.51,Parbatta
2423,Narkatia,Harsidhi (S.C),Priyadarshee Dinkar,Independent,3594,Ramnagar,3596,1.94,Parbatta
2424,Harsidhi (S.C),Govindganj,Babulal Shrma,Independent,3392,Valmikinagar,3393,1.83,Parbatta
2425,Govindganj,Kesaria,Mithlesh Kumar Das,Independent,1151,Ramnagar,1153,0.62,Parbatta
2426,Kesaria,Kalyanpur,NOTA,None of the Above,1916,Chanpatia,1923,1.04,Parbatta
2427,0,Valmikinagar,Kumar Shailendra,Bharatiya Janata Party,72577,361,72938,48.53,Bihpur
2428,Valmikinagar,Ramnagar,Shailesh Kumar,Rashtriya Janata Dal,66229,580,66809,44.45,Bihpur
2429,Ramnagar,Narkatiaganj,Md. Haidar Ali,Bahujan Samaj Party,3529,Bathnaha,3553,2.36,Bihpur
2430,Narkatiaganj,Bagaha,Ajmeri Khatun,Jan Adhikar Party (Loktantrik),531,0,531,0.35,Bihpur
2431,Bagaha,Lauriya,Gautam Kumar Pritam,Socialist Party (India),1073,Ramnagar,1075,0.72,Bihpur
2432,Lauriya,Nautan,Nidhi Bhushan,The Plurals Party,516,Nautan,522,0.35,Bihpur
2433,Nautan,Chanpatia,Mahendra Singh Parchadhari,Independent,779,Ramnagar,781,0.52,Bihpur
2434,Chanpatia,Bettiah,Md. Sanovar,Independent,1361,Narkatiaganj,1364,0.91,Bihpur
2435,Bettiah,Sikta,NOTA,None of the Above,2711,Lauriya,2716,1.81,Bihpur
2436,0,Valmikinagar,Narendra Kumar Niraj,Janata Dal (United),75017,516,75533,46.39,Gopalpur
2437,Valmikinagar,Ramnagar,Shailesh Kumar,Rashtriya Janata Dal,50437,635,51072,31.37,Gopalpur
2438,Ramnagar,Narkatiaganj,Sures Bhagat,Lok Jan Shakti Party,23247,Amarpur,23406,14.38,Gopalpur
2439,Narkatiaganj,Bagaha,Premshankar Kumar,Vanchit Samaj Party,1370,Chanpatia,1377,0.85,Gopalpur
2440,Bagaha,Lauriya,Shankar Kumar,Peoples Party of India (Democratic),779,Bagaha,783,0.48,Gopalpur
2441,Lauriya,Nautan,Shabana Azmi,Jan Adhikar Party,1330,Harsidhi (S.C),1343,0.82,Gopalpur
2442,Nautan,Chanpatia,Sanjeev Kumar Singh,Rashtriya Jan Jan Party,3969,Khajauli,4002,2.46,Gopalpur
2443,Chanpatia,Bettiah,Ruchi Singh,Independent,1410,Sikta,1419,0.87,Gopalpur
2444,Bettiah,Sikta,NOTA,None of the Above,3879,Sikta,3888,2.39,Gopalpur
2445,0,Valmikinagar,RAM VILASH PASWAN,Rashtriya Janata Dal,68817,393,69210,34.91,Pirpainti
2446,Valmikinagar,Ramnagar,LALAN KUMAR,Bharatiya Janata Party,95811,418,96229,48.54,Pirpainti
2447,Ramnagar,Narkatiaganj,BISHNUDEV KUMAR PASWAN,Nationalist Congress Party,1910,Chanpatia,1917,0.97,Pirpainti
2448,Narkatiaganj,Bagaha,ANIL DAS,National Tiger Party,991,0,991,0.5,Pirpainti
2449,Bagaha,Lauriya,Upendra Paswan,Prabal Bharat Party,881,Valmikinagar,882,0.44,Pirpainti
2450,Lauriya,Nautan,DILIP KUMAR,The Plurals Party,719,Lauriya,724,0.37,Pirpainti
2451,Nautan,Chanpatia,NARESH DAS,Rashtriya Jansambhavna Party,1303,Valmikinagar,1304,0.66,Pirpainti
2452,Chanpatia,Bettiah,NIRMALA DEVI,Jharkhand Mukti Morcha,376,Valmikinagar,377,0.19,Pirpainti
2453,Bettiah,Sikta,PANKAJ PASWAN,Peoples Party of India (Democratic),316,0,316,0.16,Pirpainti
2454,Sikta,Raxaul,PRAVIN NAG,Bhartiya Dalit Party,308,Ramnagar,310,0.16,Pirpainti
2455,Raxaul,Sugauli,RAVINDRA KUMAR DAS,Jan Adhikar Party (Loktantrik),450,0,450,0.23,Pirpainti
2456,Sugauli,Narkatia,RAJESH PASWAN,Bhartiya Sablog Party,494,Narkatiaganj,497,0.25,Pirpainti
2457,Narkatia,Harsidhi (S.C),SUDHIR KUMAR,Rashtriya Jan Jan Party,869,Chanpatia,876,0.44,Pirpainti
2458,Harsidhi (S.C),Govindganj,SUDHIR PASWAN,Bhartiya Party (Loktantrik),896,0,896,0.45,Pirpainti
2459,Govindganj,Kesaria,AJAY KUMAR PASWAN,Independent,2490,Valmikinagar,2491,1.26,Pirpainti
2460,Kesaria,Kalyanpur,AWADH KISHOR BHARTI,Independent,4029,Valmikinagar,4030,2.03,Pirpainti
2461,Kalyanpur,Pipra,AMAN KUMAR,Independent,12668,Bahadurganj,12720,6.42,Pirpainti
2462,Pipra,Madhuban,UDHALI PASWAN,Independent,1546,Valmikinagar,1547,0.78,Pirpainti
2463,Madhuban,Motihari,DEO KUMAR PASWAN,Independent,361,Valmikinagar,362,0.18,Pirpainti
2464,Motihari,Chiraiya,PANKAJ PASWAN,Independent,563,0,563,0.28,Pirpainti
2465,Chiraiya,Dhaka,SHANKAR RAVIDAS,Independent,563,Valmikinagar,564,0.28,Pirpainti
2466,Dhaka,Sheohar,NOTA,None of the Above,987,Nautan,993,0.5,Pirpainti
2467,0,Valmikinagar,ANUJ KUMAR MANDAL,Nationalist Congress Party,2097,Bettiah,2105,1.02,Kahalgaon
2468,Valmikinagar,Ramnagar,KRISHNA KUMAR MANDAL,Bahujan Samaj Party,1346,Bagaha,1350,0.66,Kahalgaon
2469,Ramnagar,Narkatiaganj,PAWAN KUMAR YADAV,Bharatiya Janata Party,115326,Dehri,115538,56.23,Kahalgaon
2470,Narkatiaganj,Bagaha,SHUBHANAND MUKESH,Indian National Congress,72379,266,72645,35.36,Kahalgaon
2471,Bagaha,Lauriya,ANIL YADAV,Jan Adhikar Party (Loktantrik),1272,Narkatiaganj,1275,0.62,Kahalgaon
2472,Lauriya,Nautan,GULAM AHMAD,Bhartiya Sablog Party,641,Ramnagar,643,0.31,Kahalgaon
2473,Nautan,Chanpatia,PRATIMA DEVI,Bhartiya Party (Loktantrik),365,Narkatiaganj,368,0.18,Kahalgaon
2474,Chanpatia,Bettiah,BHAGERATH KUMAR,Bharatiya Samta Samaj Party,717,Valmikinagar,718,0.35,Kahalgaon
2475,Bettiah,Sikta,MANOJ KUMAR YADAV,Vanchit Samaj Party,793,Lauriya,798,0.39,Kahalgaon
2476,Sikta,Raxaul,RAMCHANDRA MANDAL,Bharatiya Jan Kranti Dal (Democratic),725,0,725,0.35,Kahalgaon
2477,Raxaul,Sugauli,BHOLA HARIJAN,Independent,854,Lauriya,859,0.42,Kahalgaon
2478,Sugauli,Narkatia,MAHENDRA TANTI,Independent,1969,Bagaha,1973,0.96,Kahalgaon
2479,Narkatia,Harsidhi (S.C),BIJAY KUMAR YADAV,Independent,3101,Nautan,3107,1.51,Kahalgaon
2480,Harsidhi (S.C),Govindganj,SADANAND SINGH,Independent,1166,Valmikinagar,1167,0.57,Kahalgaon
2481,Govindganj,Kesaria,NOTA,None of the Above,2188,Bagaha,2192,1.07,Kahalgaon
2482,0,Valmikinagar,AJIT SHARMA,Indian National Congress,65033,469,65502,40.52,Bhagalpur
2483,Valmikinagar,Ramnagar,MD. ASIF ALI,Nationalist Congress Party,495,Narkatiaganj,498,0.31,Bhagalpur
2484,Ramnagar,Narkatiaganj,RAJESH VERMA,Lok Jan Shakti Party,20434,Aurai,20523,12.69,Bhagalpur
2485,Narkatiaganj,Bagaha,ROHIT PANDEY,Bharatiya Janata Party,64083,306,64389,39.83,Bhagalpur
2486,Bagaha,Lauriya,SYED SHAH ALI SAJJAD ALAM,Rashtriya Lok Samta Party,2730,Harsidhi (S.C),2743,1.7,Bhagalpur
2487,Lauriya,Nautan,AMIT ALOK,The Plurals Party,713,Nautan,719,0.44,Bhagalpur
2488,Nautan,Chanpatia,GAURAV TIWARI,Jai Maha Bharath Party,Keoti,0,Keoti,0.05,Bhagalpur
2489,Chanpatia,Bettiah,DAYARAM MANDAL,Prabal Bharat Party,Dehri,Valmikinagar,Karakat,0.13,Bhagalpur
2490,Bettiah,Sikta,NEELU DEVI,Bhartiya Dalit Party,Bihpur,0,Bihpur,0.09,Bhagalpur
2491,Sikta,Raxaul,PASUNN LALAINT,"Bhartiya Garibmazdoor Party,",Bachhwara,0,Bachhwara,0.09,Bhagalpur
2492,Raxaul,Sugauli,RAVI KUMAR SINGH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Chainpur,0,Chainpur,0.13,Bhagalpur
